recall_id,organization,product_name,issue,category,updated_at,data_received_at
62342,Health Canada,,,Health product - Drugs,2021-04-16,2024-05-30 18:48:21.101899
62671,Canadian Food Inspection Agency,,Peanut,Food,2021-04-16,2024-05-30 18:48:21.101899
66616,Transport Canada,Motorhome recalled by JAYCO,Other,Vehicles - Motorhome,2021-04-16,2024-05-30 18:48:21.101899
65651,Transport Canada,SUV recalled by MERCEDES-BENZ,Structure,Vehicles - SUV,2021-04-15,2024-05-30 18:48:21.101899
66291,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Wheels,Vehicles - Truck - Med. & H.D.,2021-04-15,2024-05-30 18:48:21.101899
65652,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,"Vehicles - Car, Vehicles - SUV",2021-04-15,2024-05-30 18:48:21.101899
67146,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Structure,Vehicles - School Bus,2021-04-15,2024-05-30 18:48:21.101899
62330,Health Canada,,Electrical hazard,"Consumer product - Household items, Consumer product - Tools and accessories",2021-04-15,2024-05-30 18:48:21.101899
62338,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-04-15,2024-05-30 18:48:21.101899
62666,Canadian Food Inspection Agency,,Milk,Food,2021-04-15,2024-05-30 18:48:21.101899
66750,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Structure,Vehicles - School Bus,2021-04-15,2024-05-30 18:48:21.101899
67702,Transport Canada,RV Chassis recalled by DAIMLER TRUCK NORTH AMERICA,Steering,"Vehicles - RV Chassis, Vehicles - Truck - Med. & H.D.",2021-04-15,2024-05-30 18:48:21.101899
62670,Canadian Food Inspection Agency,,Microbial Contamination,Food,2021-04-15,2024-05-30 18:48:21.101899
65648,Transport Canada,RV Trailer recalled by KEYSTONE,Structure,Vehicles - RV Trailer,2021-04-15,2024-05-30 18:48:21.101899
65649,Transport Canada,Car recalled by MERCEDES-BENZ,Steering,"Vehicles - Car, Vehicles - SUV",2021-04-15,2024-05-30 18:48:21.101899
65653,Transport Canada,Bus recalled by NEW FLYER,Electrical,Vehicles - Bus,2021-04-15,2024-05-30 18:48:21.101899
71728,Transport Canada,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Other,"Vehicles - Bus, Vehicles - School Bus, Vehicles - Truck - Med. & H.D.",2021-04-15,2024-05-30 18:48:21.101899
62331,Health Canada,,Medical devices,Health product - Medical device,2021-04-14,2024-05-30 18:48:21.101899
62332,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-04-14,2024-05-30 18:48:21.101899
62333,Health Canada,,Medical devices,Health product - Medical device,2021-04-14,2024-05-30 18:48:21.101899
62336,Health Canada,,Medical devices,Health product - Medical device,2021-04-14,2024-05-30 18:48:21.101899
62335,Health Canada,,Medical devices,Health product - Medical device,2021-04-14,2024-05-30 18:48:21.101899
65847,Transport Canada,Car recalled by KIA,Brakes,Vehicles - Car,2021-04-14,2024-05-30 18:48:21.101899
62334,Health Canada,,Medical devices,Health product - Medical device,2021-04-14,2024-05-30 18:48:21.101899
66069,Transport Canada,Car recalled by KIA,Brakes,Vehicles - Car,2021-04-14,2024-05-30 18:48:21.101899
62325,Health Canada,,,Consumer product - Toys and games,2021-04-14,2024-05-30 18:48:21.101899
66770,Transport Canada,RV Trailer recalled by JAYCO,Electrical,Vehicles - RV Trailer,2021-04-14,2024-05-30 18:48:21.101899
62340,Health Canada,,Product safety,Health product - Drugs,2021-04-13,2024-05-30 18:48:21.101899
65654,Transport Canada,SUV recalled by MERCEDES-BENZ,Structure,Vehicles - SUV,2021-04-13,2024-05-30 18:48:21.101899
62341,Health Canada,,Product safety,Health product - Drugs,2021-04-13,2024-05-30 18:48:21.101899
65705,Transport Canada,Car recalled by BMW,Airbag,Vehicles - Car,2021-04-13,2024-05-30 18:48:21.101899
62668,Canadian Food Inspection Agency,,Peanut,Food,2021-04-13,2024-05-30 18:48:21.101899
62665,Canadian Food Inspection Agency,,Tree nut,Food,2021-04-13,2024-05-30 18:48:21.101899
62664,Canadian Food Inspection Agency,,Sulphites,Food,2021-04-13,2024-05-30 18:48:21.101899
62281,Health Canada,,,Consumer product - Sports and fitness,2021-04-12,2024-05-30 18:48:21.101899
65691,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Brakes,Vehicles - Motorhome,2021-04-12,2024-05-30 18:48:21.101899
62662,Canadian Food Inspection Agency,,Wheat,Food,2021-04-11,2024-05-30 18:48:21.101899
65893,Transport Canada,Light Truck & Van recalled by NISSAN,Electrical,Vehicles - Light Truck & Van,2021-04-09,2024-05-30 18:48:21.101899
67262,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Fuel Supply,Vehicles - SUV,2021-04-09,2024-05-30 18:48:21.101899
62314,Health Canada,,Suspected quality concern,Consumer product - Cannabis,2021-04-09,2024-05-30 18:48:21.101899
62661,Canadian Food Inspection Agency,,,Food,2021-04-09,2024-05-30 18:48:21.101899
65820,Transport Canada,SUV recalled by NISSAN,Label,Vehicles - SUV,2021-04-09,2024-05-30 18:48:21.101899
65671,Transport Canada,RV Chassis recalled by FORD,Powertrain,"Vehicles - RV Chassis, Vehicles - Truck - Med. & H.D.",2021-04-09,2024-05-30 18:48:21.101899
62660,Canadian Food Inspection Agency,,,Food,2021-04-09,2024-05-30 18:48:21.101899
65710,Transport Canada,SUV recalled by NISSAN,Suspension,Vehicles - SUV,2021-04-09,2024-05-30 18:48:21.101899
65695,Transport Canada,SUV recalled by NISSAN,Wheels,Vehicles - SUV,2021-04-09,2024-05-30 18:48:21.101899
65788,Transport Canada,SUV recalled by HYUNDAI,Fuel Supply,Vehicles - SUV,2021-04-09,2024-05-30 18:48:21.101899
66919,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,Vehicles - Car,2021-04-09,2024-05-30 18:48:21.101899
65736,Transport Canada,Car recalled by NISSAN,Steering,Vehicles - Car,2021-04-09,2024-05-30 18:48:21.101899
65662,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Brakes,Vehicles - Truck - Med. & H.D.,2021-04-09,2024-05-30 18:48:21.101899
66676,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Structure,Vehicles - Light Truck & Van,2021-04-09,2024-05-30 18:48:21.101899
65663,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Brakes,Vehicles - Truck - Med. & H.D.,2021-04-09,2024-05-30 18:48:21.101899
65830,Transport Canada,SUV recalled by NISSAN,Lights And Instruments,Vehicles - SUV,2021-04-09,2024-05-30 18:48:21.101899
66493,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Airbag,Vehicles - Car,2021-04-09,2024-05-30 18:48:21.101899
65860,Transport Canada,Motorcycle recalled by YAMAHA,Label,Vehicles - Motorcycle,2021-04-08,2024-05-30 18:48:21.101899
62323,Health Canada,,Medical devices,Health product - Medical device,2021-04-08,2024-05-30 18:48:21.101899
62321,Health Canada,,Medical devices,Health product - Medical device,2021-04-08,2024-05-30 18:48:21.101899
62320,Health Canada,,Medical devices,Health product - Medical device,2021-04-08,2024-05-30 18:48:21.101899
62319,Health Canada,,Medical devices,Health product - Medical device,2021-04-08,2024-05-30 18:48:21.101899
62318,Health Canada,,Medical devices,Health product - Medical device,2021-04-08,2024-05-30 18:48:21.101899
62316,Health Canada,,Medical devices,Health product - Medical device,2021-04-08,2024-05-30 18:48:21.101899
62317,Health Canada,,Medical devices,Health product - Medical device,2021-04-08,2024-05-30 18:48:21.101899
62315,Health Canada,,Medical devices,Health product - Medical device,2021-04-08,2024-05-30 18:48:21.101899
65875,Transport Canada,Truck - Med. & H.D. recalled by ROSENBAUER,Visual System,Vehicles - Truck - Med. & H.D.,2021-04-08,2024-05-30 18:48:21.101899
66442,Transport Canada,Car recalled by TOYOTA,Airbag,"Vehicles - Car, Vehicles - SUV",2021-04-08,2024-05-30 18:48:21.101899
65690,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Suspension,Vehicles - Truck - Med. & H.D.,2021-04-08,2024-05-30 18:48:21.101899
66432,Transport Canada,Low Speed Vehicle recalled by YAMAHA,Wheels,Vehicles - Low Speed Vehicle,2021-04-08,2024-05-30 18:48:21.101899
67953,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Engine,Vehicles - SUV,2021-04-08,2024-05-30 18:48:21.101899
62313,Health Canada,,,Consumer product - Specialized products,2021-04-08,2024-05-30 18:48:21.101899
68076,Transport Canada,Competition Vehicle recalled by HONDA,Powertrain,Vehicles - Competition Vehicle,2021-04-07,2024-05-30 18:48:21.101899
62663,Canadian Food Inspection Agency,,,Food,2021-04-07,2024-05-30 18:48:21.101899
62308,Health Canada,,Laceration hazard,Consumer product - Household items,2021-04-07,2024-05-30 18:48:21.101899
65688,Transport Canada,Car recalled by MERCEDES-BENZ,Structure,"Vehicles - Car, Vehicles - SUV",2021-04-07,2024-05-30 18:48:21.101899
65669,Transport Canada,Child Car Seat recalled by DIONO,Seats And Restraints,Vehicles - Child Car Seat,2021-04-07,2024-05-30 18:48:21.101899
65670,Transport Canada,Motorcycle recalled by DUCATI,Engine,Vehicles - Motorcycle,2021-04-07,2024-05-30 18:48:21.101899
62285,Health Canada,,Chemical hazard,Consumer product - Toys and games,2021-04-07,2024-05-30 18:48:21.101899
62257,Health Canada,,Fire hazard,Consumer product - Household items,2021-04-06,2024-05-30 18:48:21.101899
62327,Health Canada,,Product safety,Health product - Drugs,2021-04-06,2024-05-30 18:48:21.101899
62328,Health Canada,,Product safety,Health product - Drugs,2021-04-06,2024-05-30 18:48:21.101899
62362,Health Canada,,Product safety,Health product - Drugs,2021-04-06,2024-05-30 18:48:21.101899
66626,Transport Canada,School Bus recalled by BLUE BIRD,Structure,Vehicles - School Bus,2021-04-06,2024-05-30 18:48:21.101899
62655,Canadian Food Inspection Agency,,,Food,2021-04-06,2024-05-30 18:48:21.101899
62359,Health Canada,,Product safety,Health product - Drugs,2021-04-06,2024-05-30 18:48:21.101899
62329,Health Canada,,Product safety,Health product - Drugs,2021-04-06,2024-05-30 18:48:21.101899
62361,Health Canada,,Product safety,Health product - Drugs,2021-04-06,2024-05-30 18:48:21.101899
62326,Health Canada,,COVID,Health product - Natural health products,2021-04-05,2024-05-30 18:48:21.101899
62654,Canadian Food Inspection Agency,,,Food - Other,2021-04-02,2024-05-30 18:48:21.101899
62656,Canadian Food Inspection Agency,,,Food,2021-04-02,2024-05-30 18:48:21.101899
62653,Canadian Food Inspection Agency,,,Food - Other,2021-04-01,2024-05-30 18:48:21.101899
62302,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62307,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62303,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62300,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62299,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62301,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62298,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62297,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62296,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62294,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62304,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62305,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62293,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
65799,Transport Canada,SUV recalled by MERCEDES-BENZ,Lights And Instruments,Vehicles - SUV,2021-04-01,2024-05-30 18:48:21.101899
62292,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62291,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62290,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
62306,Health Canada,,Medical devices,Health product - Medical device,2021-04-01,2024-05-30 18:48:21.101899
65673,Transport Canada,Car recalled by MERCEDES-BENZ,Electrical,Vehicles - Car,2021-04-01,2024-05-30 18:48:21.101899
65685,Transport Canada,Car recalled by PORSCHE,Engine,Vehicles - Car,2021-04-01,2024-05-30 18:48:21.101899
62295,Health Canada,,,Health product - Drugs,2021-03-31,2024-05-30 18:48:21.101899
62659,Canadian Food Inspection Agency,,,Food,2021-03-31,2024-05-30 18:48:21.101899
62284,Health Canada,,"COVID, Product safety",Health product - Biologic or vaccine,2021-03-31,2024-05-30 18:48:21.101899
62652,Canadian Food Inspection Agency,,,Food - Other,2021-03-30,2024-05-30 18:48:21.101899
62657,Canadian Food Inspection Agency,,Extraneous Material,Food,2021-03-30,2024-05-30 18:48:21.101899
62651,Canadian Food Inspection Agency,,,Food,2021-03-30,2024-05-30 18:48:21.101899
62310,Health Canada,,COVID,Health product - Natural health products,2021-03-30,2024-05-30 18:48:21.101899
62312,Health Canada,,COVID,Health product - Natural health products,2021-03-30,2024-05-30 18:48:21.101899
62278,Health Canada,,Chemical hazard,Consumer product - Chemicals,2021-03-29,2024-05-30 18:48:21.101899
65699,Transport Canada,Motorhome recalled by NEWMAR,Brakes,Vehicles - Motorhome,2021-03-29,2024-05-30 18:48:21.101899
62322,Health Canada,,Product safety,Health product - Drugs,2021-03-29,2024-05-30 18:48:21.101899
65692,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Electrical,Vehicles - Light Truck & Van,2021-03-26,2024-05-30 18:48:21.101899
65693,Transport Canada,SUV recalled by GENERAL MOTORS,Seats And Restraints,Vehicles - SUV,2021-03-26,2024-05-30 18:48:21.101899
62259,Health Canada,,Labelling and packaging,Consumer product - Cannabis,2021-03-26,2024-05-30 18:48:21.101899
62649,Health Canada,,,Food - Other,2021-03-26,2024-05-30 18:48:21.101899
62650,Canadian Food Inspection Agency,,,Food,2021-03-26,2024-05-30 18:48:21.101899
65708,Transport Canada,Truck - Med. & H.D. recalled by CRESTLINE,Seats And Restraints,Vehicles - Truck - Med. & H.D.,2021-03-25,2024-05-30 18:48:21.101899
62272,Health Canada,,Medical devices,Health product - Medical device,2021-03-25,2024-05-30 18:48:21.101899
62271,Health Canada,,Medical devices,Health product - Medical device,2021-03-25,2024-05-30 18:48:21.101899
62270,Health Canada,,Medical devices,Health product - Medical device,2021-03-25,2024-05-30 18:48:21.101899
62269,Health Canada,,Medical devices,Health product - Medical device,2021-03-25,2024-05-30 18:48:21.101899
62268,Health Canada,,Medical devices,Health product - Medical device,2021-03-25,2024-05-30 18:48:21.101899
62267,Health Canada,,Medical devices,Health product - Medical device,2021-03-25,2024-05-30 18:48:21.101899
65702,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Brakes,Vehicles - Light Truck & Van,2021-03-25,2024-05-30 18:48:21.101899
62266,Health Canada,,Medical devices,Health product - Medical device,2021-03-25,2024-05-30 18:48:21.101899
62283,Health Canada,,COVID,Health product - Natural health products,2021-03-24,2024-05-30 18:48:21.101899
62282,Health Canada,,COVID,Health product - Natural health products,2021-03-24,2024-05-30 18:48:21.101899
65769,Transport Canada,Tire recalled by COOPER TIRE,Tires,Vehicles - Tire,2021-03-24,2024-05-30 18:48:21.101899
65738,Transport Canada,A.T.V. recalled by POLARIS,Engine,Vehicles - A.T.V.,2021-03-24,2024-05-30 18:48:21.101899
62658,Canadian Food Inspection Agency,,Sesame seeds,Food,2021-03-24,2024-05-30 18:48:21.101899
65773,Transport Canada,Bus recalled by BLUE BIRD,Brakes,Vehicles - Bus,2021-03-24,2024-05-30 18:48:21.101899
66083,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Electrical,Vehicles - Motorhome,2021-03-24,2024-05-30 18:48:21.101899
62641,Canadian Food Inspection Agency,,,Food - Other,2021-03-24,2024-05-30 18:48:21.101899
62274,Health Canada,,"COVID, Product safety",Health product - Biologic or vaccine,2021-03-24,2024-05-30 18:48:21.101899
65774,Transport Canada,School Bus recalled by BLUE BIRD,Brakes,Vehicles - School Bus,2021-03-24,2024-05-30 18:48:21.101899
61387,Health Canada,,"COVID, Product safety",Health product - Natural health products,2021-03-24,2024-05-30 18:48:21.101899
62643,Canadian Food Inspection Agency,,Sulphites,Food,2021-03-23,2024-05-30 18:48:21.101899
65712,Transport Canada,SUV recalled by FORD,Suspension,Vehicles - SUV,2021-03-23,2024-05-30 18:48:21.101899
65728,Transport Canada,SUV recalled by MERCEDES-BENZ,Engine,Vehicles - SUV,2021-03-23,2024-05-30 18:48:21.101899
65732,Transport Canada,SUV recalled by FORD,Structure,Vehicles - SUV,2021-03-23,2024-05-30 18:48:21.101899
65722,Transport Canada,Car recalled by PORSCHE,Suspension,Vehicles - Car,2021-03-23,2024-05-30 18:48:21.101899
62263,Health Canada,,Medical devices,Health product - Medical device,2021-03-23,2024-05-30 18:48:21.101899
62264,Health Canada,,Medical devices,Health product - Medical device,2021-03-23,2024-05-30 18:48:21.101899
62288,Health Canada,,COVID,Health product - Drugs,2021-03-23,2024-05-30 18:48:21.101899
62287,Health Canada,,COVID,Health product - Natural health products,2021-03-23,2024-05-30 18:48:21.101899
62286,Health Canada,,COVID,Health product - Natural health products,2021-03-23,2024-05-30 18:48:21.101899
